state_abbr,latitude,longitude,name,administration,data_year,victims
KS,39.011902,-98.484246,Kansas,W. Bush 2nd Term,2006,111
KS,39.011902,-98.484246,Kansas,W. Bush 2nd Term,2007,111
KS,39.011902,-98.484246,Kansas,W. Bush 2nd Term,2008,115
KY,37.839333,-84.27001800000001,Kentucky,Clinton 1st Term,1993,13
KY,37.839333,-84.27001800000001,Kentucky,Clinton 1st Term,1994,4
KY,37.839333,-84.27001800000001,Kentucky,Clinton 1st Term,1995,81
KY,37.839333,-84.27001800000001,Kentucky,Clinton 1st Term,1996,109
KY,37.839333,-84.27001800000001,Kentucky,Clinton 2nd Term,1997,48
KY,37.839333,-84.27001800000001,Kentucky,Clinton 2nd Term,1998,48
KY,37.839333,-84.27001800000001,Kentucky,Clinton 2nd Term,1999,71
KY,37.839333,-84.27001800000001,Kentucky,Clinton 2nd Term,2000,76
KY,37.839333,-84.27001800000001,Kentucky,Obama 1st Term,2009,153
KY,37.839333,-84.27001800000001,Kentucky,Obama 1st Term,2010,173
KY,37.839333,-84.27001800000001,Kentucky,Obama 1st Term,2011,157
KY,37.839333,-84.27001800000001,Kentucky,Obama 1st Term,2012,204
KY,37.839333,-84.27001800000001,Kentucky,Obama 2nd Term,2013,172
KY,37.839333,-84.27001800000001,Kentucky,Obama 2nd Term,2014,165
KY,37.839333,-84.27001800000001,Kentucky,Obama 2nd Term,2015,188
KY,37.839333,-84.27001800000001,Kentucky,Obama 2nd Term,2016,214
KY,37.839333,-84.27001800000001,Kentucky,Trump 1st Term,2017,380
KY,37.839333,-84.27001800000001,Kentucky,Trump 1st Term,2018,243
KY,37.839333,-84.27001800000001,Kentucky,W. Bush 1st Term,2001,83
KY,37.839333,-84.27001800000001,Kentucky,W. Bush 1st Term,2002,79
KY,37.839333,-84.27001800000001,Kentucky,W. Bush 1st Term,2003,81
KY,37.839333,-84.27001800000001,Kentucky,W. Bush 1st Term,2004,71
KY,37.839333,-84.27001800000001,Kentucky,W. Bush 2nd Term,2005,46
KY,37.839333,-84.27001800000001,Kentucky,W. Bush 2nd Term,2006,66
KY,37.839333,-84.27001800000001,Kentucky,W. Bush 2nd Term,2007,49
KY,37.839333,-84.27001800000001,Kentucky,W. Bush 2nd Term,2008,79
LA,31.244822999999997,-92.14502399999999,Louisiana,Clinton 1st Term,1993,23
LA,31.244822999999997,-92.14502399999999,Louisiana,Clinton 1st Term,1994,9
LA,31.244822999999997,-92.14502399999999,Louisiana,Clinton 1st Term,1995,7
LA,31.244822999999997,-92.14502399999999,Louisiana,Clinton 1st Term,1996,6
LA,31.244822999999997,-92.14502399999999,Louisiana,Clinton 2nd Term,1997,4
LA,31.244822999999997,-92.14502399999999,Louisiana,Clinton 2nd Term,1998,10
LA,31.244822999999997,-92.14502399999999,Louisiana,Clinton 2nd Term,1999,6
LA,31.244822999999997,-92.14502399999999,Louisiana,Clinton 2nd Term,2000,12
LA,31.244822999999997,-92.14502399999999,Louisiana,Obama 1st Term,2009,13
LA,31.244822999999997,-92.14502399999999,Louisiana,Obama 1st Term,2010,13
LA,31.244822999999997,-92.14502399999999,Louisiana,Obama 1st Term,2011,5
LA,31.244822999999997,-92.14502399999999,Louisiana,Obama 1st Term,2012,4
LA,31.244822999999997,-92.14502399999999,Louisiana,Obama 2nd Term,2013,24
LA,31.244822999999997,-92.14502399999999,Louisiana,Obama 2nd Term,2014,9
LA,31.244822999999997,-92.14502399999999,Louisiana,Obama 2nd Term,2015,40
LA,31.244822999999997,-92.14502399999999,Louisiana,Obama 2nd Term,2016,26
LA,31.244822999999997,-92.14502399999999,Louisiana,Trump 1st Term,2017,42
LA,31.244822999999997,-92.14502399999999,Louisiana,Trump 1st Term,2018,47
LA,31.244822999999997,-92.14502399999999,Louisiana,W. Bush 1st Term,2001,10
LA,31.244822999999997,-92.14502399999999,Louisiana,W. Bush 1st Term,2002,15
LA,31.244822999999997,-92.14502399999999,Louisiana,W. Bush 1st Term,2003,6
LA,31.244822999999997,-92.14502399999999,Louisiana,W. Bush 1st Term,2004,24
LA,31.244822999999997,-92.14502399999999,Louisiana,W. Bush 2nd Term,2005,17
LA,31.244822999999997,-92.14502399999999,Louisiana,W. Bush 2nd Term,2006,22
LA,31.244822999999997,-92.14502399999999,Louisiana,W. Bush 2nd Term,2007,31
LA,31.244822999999997,-92.14502399999999,Louisiana,W. Bush 2nd Term,2008,67
MA,42.407211,-71.382437,Massachusetts,Clinton 1st Term,1993,343
MA,42.407211,-71.382437,Massachusetts,Clinton 1st Term,1995,333
MA,42.407211,-71.382437,Massachusetts,Clinton 1st Term,1996,456
MA,42.407211,-71.382437,Massachusetts,Clinton 2nd Term,1997,444
MA,42.407211,-71.382437,Massachusetts,Clinton 2nd Term,1998,443
MA,42.407211,-71.382437,Massachusetts,Clinton 2nd Term,1999,448
MA,42.407211,-71.382437,Massachusetts,Clinton 2nd Term,2000,470
MA,42.407211,-71.382437,Massachusetts,Obama 1st Term,2009,317
MA,42.407211,-71.382437,Massachusetts,Obama 1st Term,2010,316
MA,42.407211,-71.382437,Massachusetts,Obama 1st Term,2011,368
MA,42.407211,-71.382437,Massachusetts,Obama 1st Term,2012,290
MA,42.407211,-71.382437,Massachusetts,Obama 2nd Term,2013,351
MA,42.407211,-71.382437,Massachusetts,Obama 2nd Term,2014,376
MA,42.407211,-71.382437,Massachusetts,Obama 2nd Term,2015,416
MA,42.407211,-71.382437,Massachusetts,Obama 2nd Term,2016,399
MA,42.407211,-71.382437,Massachusetts,Trump 1st Term,2017,432
MA,42.407211,-71.382437,Massachusetts,Trump 1st Term,2018,352
MA,42.407211,-71.382437,Massachusetts,W. Bush 1st Term,2001,591
MA,42.407211,-71.382437,Massachusetts,W. Bush 1st Term,2002,427
MA,42.407211,-71.382437,Massachusetts,W. Bush 1st Term,2003,401
MA,42.407211,-71.382437,Massachusetts,W. Bush 1st Term,2004,358
MA,42.407211,-71.382437,Massachusetts,W. Bush 2nd Term,2005,374
MA,42.407211,-71.382437,Massachusetts,W. Bush 2nd Term,2006,384
MA,42.407211,-71.382437,Massachusetts,W. Bush 2nd Term,2007,353
MA,42.407211,-71.382437,Massachusetts,W. Bush 2nd Term,2008,336
MD,39.045755,-76.641271,Maryland,Clinton 1st Term,1993,405
MD,39.045755,-76.641271,Maryland,Clinton 1st Term,1994,331
MD,39.045755,-76.641271,Maryland,Clinton 1st Term,1995,353
MD,39.045755,-76.641271,Maryland,Clinton 1st Term,1996,387
MD,39.045755,-76.641271,Maryland,Clinton 2nd Term,1997,323
MD,39.045755,-76.641271,Maryland,Clinton 2nd Term,1998,282
MD,39.045755,-76.641271,Maryland,Clinton 2nd Term,1999,230
MD,39.045755,-76.641271,Maryland,Clinton 2nd Term,2000,218
MD,39.045755,-76.641271,Maryland,Obama 1st Term,2009,102
MD,39.045755,-76.641271,Maryland,Obama 1st Term,2010,80
MD,39.045755,-76.641271,Maryland,Obama 1st Term,2011,49
MD,39.045755,-76.641271,Maryland,Obama 1st Term,2012,35
MD,39.045755,-76.641271,Maryland,Obama 2nd Term,2013,51
MD,39.045755,-76.641271,Maryland,Obama 2nd Term,2014,16
MD,39.045755,-76.641271,Maryland,Obama 2nd Term,2015,41
MD,39.045755,-76.641271,Maryland,Obama 2nd Term,2016,39
MD,39.045755,-76.641271,Maryland,Trump 1st Term,2017,90
MD,39.045755,-76.641271,Maryland,Trump 1st Term,2018,48
MD,39.045755,-76.641271,Maryland,W. Bush 1st Term,2001,240
MD,39.045755,-76.641271,Maryland,W. Bush 1st Term,2002,217
MD,39.045755,-76.641271,Maryland,W. Bush 1st Term,2003,248
MD,39.045755,-76.641271,Maryland,W. Bush 1st Term,2004,245
MD,39.045755,-76.641271,Maryland,W. Bush 2nd Term,2005,195
MD,39.045755,-76.641271,Maryland,W. Bush 2nd Term,2006,212
MD,39.045755,-76.641271,Maryland,W. Bush 2nd Term,2007,151
MD,39.045755,-76.641271,Maryland,W. Bush 2nd Term,2008,100
ME,45.253783,-69.44546899999999,Maine,Clinton 1st Term,1993,32
ME,45.253783,-69.44546899999999,Maine,Clinton 1st Term,1994,7
ME,45.253783,-69.44546899999999,Maine,Clinton 1st Term,1995,75
ME,45.253783,-69.44546899999999,Maine,Clinton 1st Term,1996,58
ME,45.253783,-69.44546899999999,Maine,Clinton 2nd Term,1997,57
ME,45.253783,-69.44546899999999,Maine,Clinton 2nd Term,1998,57
ME,45.253783,-69.44546899999999,Maine,Clinton 2nd Term,1999,22
ME,45.253783,-69.44546899999999,Maine,Clinton 2nd Term,2000,28
ME,45.253783,-69.44546899999999,Maine,Obama 1st Term,2009,50
ME,45.253783,-69.44546899999999,Maine,Obama 1st Term,2010,61
ME,45.253783,-69.44546899999999,Maine,Obama 1st Term,2011,55
ME,45.253783,-69.44546899999999,Maine,Obama 1st Term,2012,52
ME,45.253783,-69.44546899999999,Maine,Obama 2nd Term,2013,25
ME,45.253783,-69.44546899999999,Maine,Obama 2nd Term,2014,28
ME,45.253783,-69.44546899999999,Maine,Obama 2nd Term,2015,38
ME,45.253783,-69.44546899999999,Maine,Obama 2nd Term,2016,41
ME,45.253783,-69.44546899999999,Maine,Trump 1st Term,2017,31
ME,45.253783,-69.44546899999999,Maine,Trump 1st Term,2018,20
ME,45.253783,-69.44546899999999,Maine,W. Bush 1st Term,2001,32
ME,45.253783,-69.44546899999999,Maine,W. Bush 1st Term,2002,36
ME,45.253783,-69.44546899999999,Maine,W. Bush 1st Term,2003,77
ME,45.253783,-69.44546899999999,Maine,W. Bush 1st Term,2004,68
ME,45.253783,-69.44546899999999,Maine,W. Bush 2nd Term,2005,57
ME,45.253783,-69.44546899999999,Maine,W. Bush 2nd Term,2006,57
ME,45.253783,-69.44546899999999,Maine,W. Bush 2nd Term,2007,72
ME,45.253783,-69.44546899999999,Maine,W. Bush 2nd Term,2008,63
MI,44.314844,-85.602364,Michigan,Clinton 1st Term,1993,248
MI,44.314844,-85.602364,Michigan,Clinton 1st Term,1994,252
MI,44.314844,-85.602364,Michigan,Clinton 1st Term,1995,407
MI,44.314844,-85.602364,Michigan,Clinton 1st Term,1996,514
MI,44.314844,-85.602364,Michigan,Clinton 2nd Term,1997,463
MI,44.314844,-85.602364,Michigan,Clinton 2nd Term,1998,392
MI,44.314844,-85.602364,Michigan,Clinton 2nd Term,1999,412
MI,44.314844,-85.602364,Michigan,Clinton 2nd Term,2000,423
MI,44.314844,-85.602364,Michigan,Obama 1st Term,2009,315
MI,44.314844,-85.602364,Michigan,Obama 1st Term,2010,304
MI,44.314844,-85.602364,Michigan,Obama 1st Term,2011,378
MI,44.314844,-85.602364,Michigan,Obama 1st Term,2012,634
MI,44.314844,-85.602364,Michigan,Obama 2nd Term,2013,333
MI,44.314844,-85.602364,Michigan,Obama 2nd Term,2014,320
MI,44.314844,-85.602364,Michigan,Obama 2nd Term,2015,309
MI,44.314844,-85.602364,Michigan,Obama 2nd Term,2016,406
MI,44.314844,-85.602364,Michigan,Trump 1st Term,2017,452
MI,44.314844,-85.602364,Michigan,Trump 1st Term,2018,437
MI,44.314844,-85.602364,Michigan,W. Bush 1st Term,2001,442
MI,44.314844,-85.602364,Michigan,W. Bush 1st Term,2002,421
MI,44.314844,-85.602364,Michigan,W. Bush 1st Term,2003,421
MI,44.314844,-85.602364,Michigan,W. Bush 1st Term,2004,559
MI,44.314844,-85.602364,Michigan,W. Bush 2nd Term,2005,607
MI,44.314844,-85.602364,Michigan,W. Bush 2nd Term,2006,614
MI,44.314844,-85.602364,Michigan,W. Bush 2nd Term,2007,636
MI,44.314844,-85.602364,Michigan,W. Bush 2nd Term,2008,577
MN,46.729553,-94.6859,Minnesota,Clinton 1st Term,1995,285
MN,46.729553,-94.6859,Minnesota,Clinton 1st Term,1996,268
MN,46.729553,-94.6859,Minnesota,Clinton 2nd Term,1997,214
MN,46.729553,-94.6859,Minnesota,Clinton 2nd Term,1998,248
MN,46.729553,-94.6859,Minnesota,Clinton 2nd Term,1999,226
MN,46.729553,-94.6859,Minnesota,Clinton 2nd Term,2000,169
MN,46.729553,-94.6859,Minnesota,Obama 1st Term,2009,153
MN,46.729553,-94.6859,Minnesota,Obama 1st Term,2010,127
MN,46.729553,-94.6859,Minnesota,Obama 1st Term,2011,148
MN,46.729553,-94.6859,Minnesota,Obama 1st Term,2012,72
MN,46.729553,-94.6859,Minnesota,Obama 2nd Term,2013,144
MN,46.729553,-94.6859,Minnesota,Obama 2nd Term,2014,98
MN,46.729553,-94.6859,Minnesota,Obama 2nd Term,2015,109
MN,46.729553,-94.6859,Minnesota,Obama 2nd Term,2016,119
MN,46.729553,-94.6859,Minnesota,Trump 1st Term,2017,122
MN,46.729553,-94.6859,Minnesota,Trump 1st Term,2018,115
MN,46.729553,-94.6859,Minnesota,W. Bush 1st Term,2001,208
MN,46.729553,-94.6859,Minnesota,W. Bush 1st Term,2002,203
MN,46.729553,-94.6859,Minnesota,W. Bush 1st Term,2003,215
MN,46.729553,-94.6859,Minnesota,W. Bush 1st Term,2004,239
MN,46.729553,-94.6859,Minnesota,W. Bush 2nd Term,2005,206
MN,46.729553,-94.6859,Minnesota,W. Bush 2nd Term,2006,137
MN,46.729553,-94.6859,Minnesota,W. Bush 2nd Term,2007,157
MN,46.729553,-94.6859,Minnesota,W. Bush 2nd Term,2008,164
MO,37.964253,-91.83183299999999,Missouri,Clinton 1st Term,1993,167
MO,37.964253,-91.83183299999999,Missouri,Clinton 1st Term,1994,140
MO,37.964253,-91.83183299999999,Missouri,Clinton 1st Term,1995,135
MO,37.964253,-91.83183299999999,Missouri,Clinton 1st Term,1996,150
MO,37.964253,-91.83183299999999,Missouri,Clinton 2nd Term,1997,158
MO,37.964253,-91.83183299999999,Missouri,Clinton 2nd Term,1998,120
MO,37.964253,-91.83183299999999,Missouri,Clinton 2nd Term,1999,84
MO,37.964253,-91.83183299999999,Missouri,Clinton 2nd Term,2000,70
MO,37.964253,-91.83183299999999,Missouri,Obama 1st Term,2009,125
MO,37.964253,-91.83183299999999,Missouri,Obama 1st Term,2010,142
MO,37.964253,-91.83183299999999,Missouri,Obama 1st Term,2011,121
MO,37.964253,-91.83183299999999,Missouri,Obama 1st Term,2012,104
MO,37.964253,-91.83183299999999,Missouri,Obama 2nd Term,2013,105
MO,37.964253,-91.83183299999999,Missouri,Obama 2nd Term,2014,76
MO,37.964253,-91.83183299999999,Missouri,Obama 2nd Term,2015,100
MO,37.964253,-91.83183299999999,Missouri,Obama 2nd Term,2016,89
MO,37.964253,-91.83183299999999,Missouri,Trump 1st Term,2017,100
MO,37.964253,-91.83183299999999,Missouri,Trump 1st Term,2018,73
MO,37.964253,-91.83183299999999,Missouri,W. Bush 1st Term,2001,91
MO,37.964253,-91.83183299999999,Missouri,W. Bush 1st Term,2002,65
MO,37.964253,-91.83183299999999,Missouri,W. Bush 1st Term,2003,55
MO,37.964253,-91.83183299999999,Missouri,W. Bush 1st Term,2004,71
MO,37.964253,-91.83183299999999,Missouri,W. Bush 2nd Term,2005,78
MO,37.964253,-91.83183299999999,Missouri,W. Bush 2nd Term,2006,82
MO,37.964253,-91.83183299999999,Missouri,W. Bush 2nd Term,2007,114
MO,37.964253,-91.83183299999999,Missouri,W. Bush 2nd Term,2008,99
MS,32.354668,-89.398528,Mississippi,Clinton 1st Term,1994,6
MS,32.354668,-89.398528,Mississippi,Clinton 1st Term,1995,6
MS,32.354668,-89.398528,Mississippi,Clinton 1st Term,1996,3
MS,32.354668,-89.398528,Mississippi,Clinton 2nd Term,1998,3
MS,32.354668,-89.398528,Mississippi,Clinton 2nd Term,1999,2
MS,32.354668,-89.398528,Mississippi,Clinton 2nd Term,2000,2
MS,32.354668,-89.398528,Mississippi,Obama 1st Term,2009,2
MS,32.354668,-89.398528,Mississippi,Obama 1st Term,2010,11
MS,32.354668,-89.398528,Mississippi,Obama 1st Term,2011,1
MS,32.354668,-89.398528,Mississippi,Obama 1st Term,2012,18
MS,32.354668,-89.398528,Mississippi,Obama 2nd Term,2013,4
MS,32.354668,-89.398528,Mississippi,Obama 2nd Term,2014,2
MS,32.354668,-89.398528,Mississippi,Obama 2nd Term,2016,20
MS,32.354668,-89.398528,Mississippi,Trump 1st Term,2017,46
MS,32.354668,-89.398528,Mississippi,Trump 1st Term,2018,9
MS,32.354668,-89.398528,Mississippi,W. Bush 1st Term,2001,3
MS,32.354668,-89.398528,Mississippi,W. Bush 1st Term,2002,3
MS,32.354668,-89.398528,Mississippi,W. Bush 1st Term,2003,1
MS,32.354668,-89.398528,Mississippi,W. Bush 1st Term,2004,2
MS,32.354668,-89.398528,Mississippi,W. Bush 2nd Term,2008,4
MT,46.879682,-110.36256599999999,Montana,Clinton 1st Term,1993,21
MT,46.879682,-110.36256599999999,Montana,Clinton 1st Term,1995,11
MT,46.879682,-110.36256599999999,Montana,Clinton 1st Term,1996,10
MT,46.879682,-110.36256599999999,Montana,Clinton 2nd Term,1997,15
MT,46.879682,-110.36256599999999,Montana,Clinton 2nd Term,1998,22
MT,46.879682,-110.36256599999999,Montana,Clinton 2nd Term,1999,28
MT,46.879682,-110.36256599999999,Montana,Clinton 2nd Term,2000,19
MT,46.879682,-110.36256599999999,Montana,Obama 1st Term,2009,28
MT,46.879682,-110.36256599999999,Montana,Obama 1st Term,2010,31
MT,46.879682,-110.36256599999999,Montana,Obama 1st Term,2011,23
MT,46.879682,-110.36256599999999,Montana,Obama 1st Term,2012,36
MT,46.879682,-110.36256599999999,Montana,Obama 2nd Term,2013,36
MT,46.879682,-110.36256599999999,Montana,Obama 2nd Term,2014,35
MT,46.879682,-110.36256599999999,Montana,Obama 2nd Term,2015,45
MT,46.879682,-110.36256599999999,Montana,Obama 2nd Term,2016,21
MT,46.879682,-110.36256599999999,Montana,Trump 1st Term,2017,21
MT,46.879682,-110.36256599999999,Montana,Trump 1st Term,2018,11
MT,46.879682,-110.36256599999999,Montana,W. Bush 1st Term,2001,13
MT,46.879682,-110.36256599999999,Montana,W. Bush 1st Term,2002,13
MT,46.879682,-110.36256599999999,Montana,W. Bush 1st Term,2003,5
MT,46.879682,-110.36256599999999,Montana,W. Bush 1st Term,2004,50
MT,46.879682,-110.36256599999999,Montana,W. Bush 2nd Term,2005,65
MT,46.879682,-110.36256599999999,Montana,W. Bush 2nd Term,2006,24
MT,46.879682,-110.36256599999999,Montana,W. Bush 2nd Term,2007,21
MT,46.879682,-110.36256599999999,Montana,W. Bush 2nd Term,2008,28
NC,35.759572999999996,-79.0193,North Carolina,Clinton 1st Term,1993,10
NC,35.759572999999996,-79.0193,North Carolina,Clinton 1st Term,1994,7
NC,35.759572999999996,-79.0193,North Carolina,Clinton 1st Term,1995,52
NC,35.759572999999996,-79.0193,North Carolina,Clinton 1st Term,1996,34
NC,35.759572999999996,-79.0193,North Carolina,Clinton 2nd Term,1997,42
NC,35.759572999999996,-79.0193,North Carolina,Clinton 2nd Term,1998,39
NC,35.759572999999996,-79.0193,North Carolina,Clinton 2nd Term,1999,31
NC,35.759572999999996,-79.0193,North Carolina,Clinton 2nd Term,2000,39
NC,35.759572999999996,-79.0193,North Carolina,Obama 1st Term,2009,103
NC,35.759572999999996,-79.0193,North Carolina,Obama 1st Term,2010,94
NC,35.759572999999996,-79.0193,North Carolina,Obama 1st Term,2011,112
NC,35.759572999999996,-79.0193,North Carolina,Obama 1st Term,2012,119
NC,35.759572999999996,-79.0193,North Carolina,Obama 2nd Term,2013,118
NC,35.759572999999996,-79.0193,North Carolina,Obama 2nd Term,2014,140
NC,35.759572999999996,-79.0193,North Carolina,Obama 2nd Term,2015,161
NC,35.759572999999996,-79.0193,North Carolina,Obama 2nd Term,2016,148
NC,35.759572999999996,-79.0193,North Carolina,Trump 1st Term,2017,144
NC,35.759572999999996,-79.0193,North Carolina,Trump 1st Term,2018,124
NC,35.759572999999996,-79.0193,North Carolina,W. Bush 1st Term,2001,84
NC,35.759572999999996,-79.0193,North Carolina,W. Bush 1st Term,2002,62
NC,35.759572999999996,-79.0193,North Carolina,W. Bush 1st Term,2003,77
NC,35.759572999999996,-79.0193,North Carolina,W. Bush 1st Term,2004,67
NC,35.759572999999996,-79.0193,North Carolina,W. Bush 2nd Term,2005,89
NC,35.759572999999996,-79.0193,North Carolina,W. Bush 2nd Term,2006,100
NC,35.759572999999996,-79.0193,North Carolina,W. Bush 2nd Term,2007,75
NC,35.759572999999996,-79.0193,North Carolina,W. Bush 2nd Term,2008,124
ND,47.551493,-101.002012,North Dakota,Clinton 1st Term,1993,1
ND,47.551493,-101.002012,North Dakota,Clinton 1st Term,1994,5
ND,47.551493,-101.002012,North Dakota,Clinton 1st Term,1995,3
ND,47.551493,-101.002012,North Dakota,Clinton 1st Term,1996,2
ND,47.551493,-101.002012,North Dakota,Clinton 2nd Term,1997,2
ND,47.551493,-101.002012,North Dakota,Clinton 2nd Term,1998,2
ND,47.551493,-101.002012,North Dakota,Clinton 2nd Term,1999,2
ND,47.551493,-101.002012,North Dakota,Clinton 2nd Term,2000,5
ND,47.551493,-101.002012,North Dakota,Obama 1st Term,2009,14
ND,47.551493,-101.002012,North Dakota,Obama 1st Term,2010,8
ND,47.551493,-101.002012,North Dakota,Obama 1st Term,2011,27
ND,47.551493,-101.002012,North Dakota,Obama 1st Term,2012,42
ND,47.551493,-101.002012,North Dakota,Obama 2nd Term,2013,51
ND,47.551493,-101.002012,North Dakota,Obama 2nd Term,2014,41
ND,47.551493,-101.002012,North Dakota,Obama 2nd Term,2015,36
ND,47.551493,-101.002012,North Dakota,Obama 2nd Term,2016,13
ND,47.551493,-101.002012,North Dakota,Trump 1st Term,2017,15
ND,47.551493,-101.002012,North Dakota,Trump 1st Term,2018,10
ND,47.551493,-101.002012,North Dakota,W. Bush 1st Term,2001,16
ND,47.551493,-101.002012,North Dakota,W. Bush 1st Term,2002,18
ND,47.551493,-101.002012,North Dakota,W. Bush 1st Term,2003,10
ND,47.551493,-101.002012,North Dakota,W. Bush 1st Term,2004,10
ND,47.551493,-101.002012,North Dakota,W. Bush 2nd Term,2005,12
ND,47.551493,-101.002012,North Dakota,W. Bush 2nd Term,2006,16
ND,47.551493,-101.002012,North Dakota,W. Bush 2nd Term,2007,14
ND,47.551493,-101.002012,North Dakota,W. Bush 2nd Term,2008,16
NH,43.193852,-71.572395,New Hampshire,Clinton 1st Term,1994,3
NH,43.193852,-71.572395,New Hampshire,Clinton 1st Term,1995,24
NH,43.193852,-71.572395,New Hampshire,Clinton 1st Term,1996,1
NH,43.193852,-71.572395,New Hampshire,Clinton 2nd Term,1998,16
NH,43.193852,-71.572395,New Hampshire,Clinton 2nd Term,1999,20
NH,43.193852,-71.572395,New Hampshire,Clinton 2nd Term,2000,32
NH,43.193852,-71.572395,New Hampshire,Obama 1st Term,2009,26
NH,43.193852,-71.572395,New Hampshire,Obama 1st Term,2010,31
NH,43.193852,-71.572395,New Hampshire,Obama 1st Term,2011,22
NH,43.193852,-71.572395,New Hampshire,Obama 1st Term,2012,30
NH,43.193852,-71.572395,New Hampshire,Obama 2nd Term,2013,23
NH,43.193852,-71.572395,New Hampshire,Obama 2nd Term,2014,15
NH,43.193852,-71.572395,New Hampshire,Obama 2nd Term,2015,13
NH,43.193852,-71.572395,New Hampshire,Obama 2nd Term,2016,29
NH,43.193852,-71.572395,New Hampshire,Trump 1st Term,2017,14
NH,43.193852,-71.572395,New Hampshire,Trump 1st Term,2018,13
NH,43.193852,-71.572395,New Hampshire,W. Bush 1st Term,2001,27
NH,43.193852,-71.572395,New Hampshire,W. Bush 1st Term,2002,30
NH,43.193852,-71.572395,New Hampshire,W. Bush 1st Term,2003,32
NH,43.193852,-71.572395,New Hampshire,W. Bush 1st Term,2004,49
NH,43.193852,-71.572395,New Hampshire,W. Bush 2nd Term,2005,33
NH,43.193852,-71.572395,New Hampshire,W. Bush 2nd Term,2006,38
NH,43.193852,-71.572395,New Hampshire,W. Bush 2nd Term,2007,48
NH,43.193852,-71.572395,New Hampshire,W. Bush 2nd Term,2008,45
NJ,40.058324,-74.405661,New Jersey,Clinton 1st Term,1993,1100
NJ,40.058324,-74.405661,New Jersey,Clinton 1st Term,1994,895
NJ,40.058324,-74.405661,New Jersey,Clinton 1st Term,1995,768
NJ,40.058324,-74.405661,New Jersey,Clinton 1st Term,1996,839
NJ,40.058324,-74.405661,New Jersey,Clinton 2nd Term,1997,694
NJ,40.058324,-74.405661,New Jersey,Clinton 2nd Term,1998,757
NJ,40.058324,-74.405661,New Jersey,Clinton 2nd Term,1999,617
NJ,40.058324,-74.405661,New Jersey,Clinton 2nd Term,2000,652
NJ,40.058324,-74.405661,New Jersey,Obama 1st Term,2009,549
NJ,40.058324,-74.405661,New Jersey,Obama 1st Term,2010,543
NJ,40.058324,-74.405661,New Jersey,Obama 1st Term,2011,508
NJ,40.058324,-74.405661,New Jersey,Obama 1st Term,2012,505
NJ,40.058324,-74.405661,New Jersey,Obama 2nd Term,2013,414
NJ,40.058324,-74.405661,New Jersey,Obama 2nd Term,2014,336
NJ,40.058324,-74.405661,New Jersey,Obama 2nd Term,2015,330
NJ,40.058324,-74.405661,New Jersey,Obama 2nd Term,2016,282
NJ,40.058324,-74.405661,New Jersey,Trump 1st Term,2017,326
NJ,40.058324,-74.405661,New Jersey,Trump 1st Term,2018,495
NJ,40.058324,-74.405661,New Jersey,W. Bush 1st Term,2001,767
NJ,40.058324,-74.405661,New Jersey,W. Bush 1st Term,2002,570
NJ,40.058324,-74.405661,New Jersey,W. Bush 1st Term,2003,594
NJ,40.058324,-74.405661,New Jersey,W. Bush 1st Term,2004,769
NJ,40.058324,-74.405661,New Jersey,W. Bush 2nd Term,2005,738
NJ,40.058324,-74.405661,New Jersey,W. Bush 2nd Term,2006,760
NJ,40.058324,-74.405661,New Jersey,W. Bush 2nd Term,2007,748
NJ,40.058324,-74.405661,New Jersey,W. Bush 2nd Term,2008,744
NM,34.97273,-105.03236299999999,New Mexico,Clinton 1st Term,1993,4
NM,34.97273,-105.03236299999999,New Mexico,Clinton 1st Term,1994,12
NM,34.97273,-105.03236299999999,New Mexico,Clinton 1st Term,1995,24
NM,34.97273,-105.03236299999999,New Mexico,Clinton 1st Term,1996,44
NM,34.97273,-105.03236299999999,New Mexico,Clinton 2nd Term,1997,24
NM,34.97273,-105.03236299999999,New Mexico,Clinton 2nd Term,1998,31
NM,34.97273,-105.03236299999999,New Mexico,Clinton 2nd Term,1999,16
NM,34.97273,-105.03236299999999,New Mexico,Clinton 2nd Term,2000,15
NM,34.97273,-105.03236299999999,New Mexico,Obama 1st Term,2009,15
NM,34.97273,-105.03236299999999,New Mexico,Obama 1st Term,2010,24
NM,34.97273,-105.03236299999999,New Mexico,Obama 1st Term,2011,28
NM,34.97273,-105.03236299999999,New Mexico,Obama 1st Term,2012,2
NM,34.97273,-105.03236299999999,New Mexico,Obama 2nd Term,2013,12
NM,34.97273,-105.03236299999999,New Mexico,Obama 2nd Term,2014,13
NM,34.97273,-105.03236299999999,New Mexico,Obama 2nd Term,2015,13
NM,34.97273,-105.03236299999999,New Mexico,Obama 2nd Term,2016,26
NM,34.97273,-105.03236299999999,New Mexico,Trump 1st Term,2017,7
NM,34.97273,-105.03236299999999,New Mexico,Trump 1st Term,2018,52
NM,34.97273,-105.03236299999999,New Mexico,W. Bush 1st Term,2001,20
NM,34.97273,-105.03236299999999,New Mexico,W. Bush 1st Term,2002,15
NM,34.97273,-105.03236299999999,New Mexico,W. Bush 1st Term,2003,11
NM,34.97273,-105.03236299999999,New Mexico,W. Bush 1st Term,2004,22
NM,34.97273,-105.03236299999999,New Mexico,W. Bush 2nd Term,2005,18
NM,34.97273,-105.03236299999999,New Mexico,W. Bush 2nd Term,2006,20
NM,34.97273,-105.03236299999999,New Mexico,W. Bush 2nd Term,2007,14
