administration,data_year,state_abbr,victims
Obama 2nd Term,2016,WY,3
Trump 1st Term,2017,AK,2
Trump 1st Term,2017,AL,14
Trump 1st Term,2017,AR,24
Trump 1st Term,2017,AZ,237
Trump 1st Term,2017,CA,917
Trump 1st Term,2017,CO,77
Trump 1st Term,2017,CT,110
Trump 1st Term,2017,DC,150
Trump 1st Term,2017,DE,29
Trump 1st Term,2017,FL,119
Trump 1st Term,2017,GA,22
Trump 1st Term,2017,IA,10
Trump 1st Term,2017,ID,43
Trump 1st Term,2017,IL,76
Trump 1st Term,2017,IN,93
Trump 1st Term,2017,KS,77
Trump 1st Term,2017,KY,380
Trump 1st Term,2017,LA,42
Trump 1st Term,2017,MA,432
Trump 1st Term,2017,MD,90
Trump 1st Term,2017,ME,31
Trump 1st Term,2017,MI,452
Trump 1st Term,2017,MN,122
Trump 1st Term,2017,MO,100
Trump 1st Term,2017,MS,46
Trump 1st Term,2017,MT,21
Trump 1st Term,2017,NB,22
Trump 1st Term,2017,NC,144
Trump 1st Term,2017,ND,15
Trump 1st Term,2017,NH,14
Trump 1st Term,2017,NJ,326
Trump 1st Term,2017,NM,7
Trump 1st Term,2017,NV,5
Trump 1st Term,2017,NY,228
Trump 1st Term,2017,OH,387
Trump 1st Term,2017,OK,29
Trump 1st Term,2017,OR,148
Trump 1st Term,2017,PA,70
Trump 1st Term,2017,RI,11
Trump 1st Term,2017,SC,83
Trump 1st Term,2017,SD,15
Trump 1st Term,2017,TN,136
Trump 1st Term,2017,TX,176
Trump 1st Term,2017,UT,47
Trump 1st Term,2017,VA,213
Trump 1st Term,2017,VT,31
Trump 1st Term,2017,WA,511
Trump 1st Term,2017,WI,47
Trump 1st Term,2017,WV,38
Trump 1st Term,2017,WY,2
Trump 1st Term,2018,AK,5
Trump 1st Term,2018,AL,2
Trump 1st Term,2018,AR,23
Trump 1st Term,2018,AZ,145
Trump 1st Term,2018,CA,939
Trump 1st Term,2018,CO,95
Trump 1st Term,2018,CT,82
Trump 1st Term,2018,DC,181
Trump 1st Term,2018,DE,21
Trump 1st Term,2018,FL,117
Trump 1st Term,2018,FS,22
Trump 1st Term,2018,GA,33
Trump 1st Term,2018,HI,44
Trump 1st Term,2018,IA,15
Trump 1st Term,2018,ID,24
Trump 1st Term,2018,IL,100
Trump 1st Term,2018,IN,95
Trump 1st Term,2018,KS,73
Trump 1st Term,2018,KY,243
Trump 1st Term,2018,LA,47
Trump 1st Term,2018,MA,352
Trump 1st Term,2018,MD,48
Trump 1st Term,2018,ME,20
Trump 1st Term,2018,MI,437
Trump 1st Term,2018,MN,115
Trump 1st Term,2018,MO,73
Trump 1st Term,2018,MS,9
Trump 1st Term,2018,MT,11
Trump 1st Term,2018,NB,33
Trump 1st Term,2018,NC,124
Trump 1st Term,2018,ND,10
Trump 1st Term,2018,NH,13
Trump 1st Term,2018,NJ,495
Trump 1st Term,2018,NM,52
Trump 1st Term,2018,NV,26
Trump 1st Term,2018,NY,203
Trump 1st Term,2018,OH,365
Trump 1st Term,2018,OK,31
Trump 1st Term,2018,OR,137
Trump 1st Term,2018,PA,55
Trump 1st Term,2018,RI,13
Trump 1st Term,2018,SC,68
Trump 1st Term,2018,SD,20
Trump 1st Term,2018,TN,168
Trump 1st Term,2018,TX,396
Trump 1st Term,2018,UT,48
Trump 1st Term,2018,VA,150
Trump 1st Term,2018,VT,45
Trump 1st Term,2018,WA,518
Trump 1st Term,2018,WI,53
Trump 1st Term,2018,WV,95
W. Bush 1st Term,2001,AK,20
W. Bush 1st Term,2001,AR,3
W. Bush 1st Term,2001,AZ,386
W. Bush 1st Term,2001,CA,2246
W. Bush 1st Term,2001,CO,126
W. Bush 1st Term,2001,CT,171
W. Bush 1st Term,2001,DC,12
W. Bush 1st Term,2001,DE,17
W. Bush 1st Term,2001,FL,302
W. Bush 1st Term,2001,GA,39
W. Bush 1st Term,2001,IA,32
W. Bush 1st Term,2001,ID,34
W. Bush 1st Term,2001,IL,282
W. Bush 1st Term,2001,IN,139
W. Bush 1st Term,2001,KS,82
W. Bush 1st Term,2001,KY,83
W. Bush 1st Term,2001,LA,10
W. Bush 1st Term,2001,MA,591
W. Bush 1st Term,2001,MD,240
W. Bush 1st Term,2001,ME,32
W. Bush 1st Term,2001,MI,442
W. Bush 1st Term,2001,MN,208
W. Bush 1st Term,2001,MO,91
W. Bush 1st Term,2001,MS,3
W. Bush 1st Term,2001,MT,13
W. Bush 1st Term,2001,NB,54
W. Bush 1st Term,2001,NC,84
W. Bush 1st Term,2001,ND,16
W. Bush 1st Term,2001,NH,27
W. Bush 1st Term,2001,NJ,767
W. Bush 1st Term,2001,NM,20
W. Bush 1st Term,2001,NV,94
W. Bush 1st Term,2001,NY,712
W. Bush 1st Term,2001,OH,363
W. Bush 1st Term,2001,OK,46
W. Bush 1st Term,2001,OR,222
W. Bush 1st Term,2001,PA,141
W. Bush 1st Term,2001,RI,63
W. Bush 1st Term,2001,SC,57
W. Bush 1st Term,2001,SD,5
W. Bush 1st Term,2001,TN,190
W. Bush 1st Term,2001,TX,436
W. Bush 1st Term,2001,UT,66
W. Bush 1st Term,2001,VA,357
W. Bush 1st Term,2001,VT,17
W. Bush 1st Term,2001,WA,278
W. Bush 1st Term,2001,WI,61
W. Bush 1st Term,2001,WV,40
W. Bush 1st Term,2001,WY,10
W. Bush 1st Term,2002,AK,7
W. Bush 1st Term,2002,AL,2
W. Bush 1st Term,2002,AZ,241
W. Bush 1st Term,2002,CA,1648
W. Bush 1st Term,2002,CO,96
W. Bush 1st Term,2002,CT,140
W. Bush 1st Term,2002,DC,14
W. Bush 1st Term,2002,DE,13
W. Bush 1st Term,2002,FL,257
W. Bush 1st Term,2002,GA,31
W. Bush 1st Term,2002,IA,47
W. Bush 1st Term,2002,ID,43
W. Bush 1st Term,2002,IL,158
W. Bush 1st Term,2002,IN,78
W. Bush 1st Term,2002,KS,56
W. Bush 1st Term,2002,KY,79
W. Bush 1st Term,2002,LA,15
W. Bush 1st Term,2002,MA,427
W. Bush 1st Term,2002,MD,217
W. Bush 1st Term,2002,ME,36
W. Bush 1st Term,2002,MI,421
W. Bush 1st Term,2002,MN,203
W. Bush 1st Term,2002,MO,65
W. Bush 1st Term,2002,MS,3
W. Bush 1st Term,2002,MT,13
W. Bush 1st Term,2002,NB,56
W. Bush 1st Term,2002,NC,62
W. Bush 1st Term,2002,ND,18
W. Bush 1st Term,2002,NH,30
W. Bush 1st Term,2002,NJ,570
W. Bush 1st Term,2002,NM,15
W. Bush 1st Term,2002,NV,62
W. Bush 1st Term,2002,NY,693
W. Bush 1st Term,2002,OH,265
W. Bush 1st Term,2002,OK,44
W. Bush 1st Term,2002,OR,61
W. Bush 1st Term,2002,PA,96
W. Bush 1st Term,2002,RI,38
W. Bush 1st Term,2002,SC,71
W. Bush 1st Term,2002,SD,4
W. Bush 1st Term,2002,TN,130
W. Bush 1st Term,2002,TX,343
W. Bush 1st Term,2002,UT,54
W. Bush 1st Term,2002,VA,291
W. Bush 1st Term,2002,VT,18
W. Bush 1st Term,2002,WA,173
W. Bush 1st Term,2002,WI,34
W. Bush 1st Term,2002,WV,42
W. Bush 1st Term,2002,WY,5
W. Bush 1st Term,2003,AK,13
W. Bush 1st Term,2003,AL,1
W. Bush 1st Term,2003,AR,173
W. Bush 1st Term,2003,AZ,247
W. Bush 1st Term,2003,CA,1472
W. Bush 1st Term,2003,CO,86
W. Bush 1st Term,2003,CT,147
W. Bush 1st Term,2003,DC,32
W. Bush 1st Term,2003,DE,20
W. Bush 1st Term,2003,FL,231
W. Bush 1st Term,2003,GA,23
W. Bush 1st Term,2003,IA,38
W. Bush 1st Term,2003,ID,20
W. Bush 1st Term,2003,IL,208
W. Bush 1st Term,2003,IN,65
W. Bush 1st Term,2003,KS,49
W. Bush 1st Term,2003,KY,81
W. Bush 1st Term,2003,LA,6
W. Bush 1st Term,2003,MA,401
W. Bush 1st Term,2003,MD,248
W. Bush 1st Term,2003,ME,77
W. Bush 1st Term,2003,MI,421
W. Bush 1st Term,2003,MN,215
W. Bush 1st Term,2003,MO,55
W. Bush 1st Term,2003,MS,1
W. Bush 1st Term,2003,MT,5
W. Bush 1st Term,2003,NB,44
W. Bush 1st Term,2003,NC,77
W. Bush 1st Term,2003,ND,10
W. Bush 1st Term,2003,NH,32
W. Bush 1st Term,2003,NJ,594
W. Bush 1st Term,2003,NM,11
W. Bush 1st Term,2003,NV,97
W. Bush 1st Term,2003,NY,603
W. Bush 1st Term,2003,OH,244
W. Bush 1st Term,2003,OK,38
W. Bush 1st Term,2003,OR,103
W. Bush 1st Term,2003,PA,118
W. Bush 1st Term,2003,RI,45
W. Bush 1st Term,2003,SC,64
W. Bush 1st Term,2003,SD,10
W. Bush 1st Term,2003,TN,161
W. Bush 1st Term,2003,TX,290
W. Bush 1st Term,2003,UT,60
W. Bush 1st Term,2003,VA,285
W. Bush 1st Term,2003,VT,27
W. Bush 1st Term,2003,WA,223
W. Bush 1st Term,2003,WI,31
W. Bush 1st Term,2003,WV,31
W. Bush 1st Term,2003,WY,12
W. Bush 1st Term,2004,AK,9
W. Bush 1st Term,2004,AL,3
W. Bush 1st Term,2004,AR,83
W. Bush 1st Term,2004,AZ,225
W. Bush 1st Term,2004,CA,1393
W. Bush 1st Term,2004,CO,60
W. Bush 1st Term,2004,CT,120
W. Bush 1st Term,2004,DC,49
W. Bush 1st Term,2004,DE,37
W. Bush 1st Term,2004,FL,274
W. Bush 1st Term,2004,GA,29
W. Bush 1st Term,2004,IA,27
W. Bush 1st Term,2004,ID,37
W. Bush 1st Term,2004,IL,188
W. Bush 1st Term,2004,IN,82
W. Bush 1st Term,2004,KS,49
W. Bush 1st Term,2004,KY,71
W. Bush 1st Term,2004,LA,24
W. Bush 1st Term,2004,MA,358
W. Bush 1st Term,2004,MD,245
W. Bush 1st Term,2004,ME,68
W. Bush 1st Term,2004,MI,559
W. Bush 1st Term,2004,MN,239
W. Bush 1st Term,2004,MO,71
W. Bush 1st Term,2004,MS,2
W. Bush 1st Term,2004,MT,50
W. Bush 1st Term,2004,NB,59
W. Bush 1st Term,2004,NC,67
W. Bush 1st Term,2004,ND,10
W. Bush 1st Term,2004,NH,49
W. Bush 1st Term,2004,NJ,769
W. Bush 1st Term,2004,NM,22
W. Bush 1st Term,2004,NV,81
W. Bush 1st Term,2004,NY,386
W. Bush 1st Term,2004,OH,354
W. Bush 1st Term,2004,OK,51
W. Bush 1st Term,2004,OR,155
W. Bush 1st Term,2004,PA,99
W. Bush 1st Term,2004,RI,29
W. Bush 1st Term,2004,SC,102
W. Bush 1st Term,2004,SD,7
W. Bush 1st Term,2004,TN,136
W. Bush 1st Term,2004,TX,297
W. Bush 1st Term,2004,UT,60
W. Bush 1st Term,2004,VA,310
W. Bush 1st Term,2004,VT,28
W. Bush 1st Term,2004,WA,175
W. Bush 1st Term,2004,WI,38
W. Bush 1st Term,2004,WV,45
W. Bush 1st Term,2004,WY,4
W. Bush 2nd Term,2005,AK,4
W. Bush 2nd Term,2005,AR,135
W. Bush 2nd Term,2005,AZ,194
W. Bush 2nd Term,2005,CA,1380
W. Bush 2nd Term,2005,CO,125
W. Bush 2nd Term,2005,CT,103
W. Bush 2nd Term,2005,DC,49
W. Bush 2nd Term,2005,DE,49
W. Bush 2nd Term,2005,FL,231
W. Bush 2nd Term,2005,GA,17
W. Bush 2nd Term,2005,IA,31
W. Bush 2nd Term,2005,ID,28
W. Bush 2nd Term,2005,IL,168
W. Bush 2nd Term,2005,IN,54
W. Bush 2nd Term,2005,KS,73
W. Bush 2nd Term,2005,KY,46
W. Bush 2nd Term,2005,LA,17
W. Bush 2nd Term,2005,MA,374
W. Bush 2nd Term,2005,MD,195
W. Bush 2nd Term,2005,ME,57
W. Bush 2nd Term,2005,MI,607
W. Bush 2nd Term,2005,MN,206
W. Bush 2nd Term,2005,MO,78
W. Bush 2nd Term,2005,MT,65
W. Bush 2nd Term,2005,NB,71
W. Bush 2nd Term,2005,NC,89
W. Bush 2nd Term,2005,ND,12
W. Bush 2nd Term,2005,NH,33
W. Bush 2nd Term,2005,NJ,738
W. Bush 2nd Term,2005,NM,18
W. Bush 2nd Term,2005,NV,77
W. Bush 2nd Term,2005,NY,498
W. Bush 2nd Term,2005,OH,191
W. Bush 2nd Term,2005,OK,41
W. Bush 2nd Term,2005,OR,138
W. Bush 2nd Term,2005,PA,80
W. Bush 2nd Term,2005,RI,15
W. Bush 2nd Term,2005,SC,98
W. Bush 2nd Term,2005,SD,9
W. Bush 2nd Term,2005,TN,120
W. Bush 2nd Term,2005,TX,264
W. Bush 2nd Term,2005,UT,41
W. Bush 2nd Term,2005,VA,293
W. Bush 2nd Term,2005,VT,34
W. Bush 2nd Term,2005,WA,171
W. Bush 2nd Term,2005,WI,45
W. Bush 2nd Term,2005,WV,46
W. Bush 2nd Term,2005,WY,3
W. Bush 2nd Term,2006,AK,6
W. Bush 2nd Term,2006,AR,113
W. Bush 2nd Term,2006,AZ,169
W. Bush 2nd Term,2006,CA,1297
W. Bush 2nd Term,2006,CO,140
W. Bush 2nd Term,2006,CT,127
W. Bush 2nd Term,2006,DC,57
W. Bush 2nd Term,2006,DE,49
W. Bush 2nd Term,2006,FL,216
W. Bush 2nd Term,2006,GA,13
W. Bush 2nd Term,2006,GM,4
W. Bush 2nd Term,2006,IA,29
W. Bush 2nd Term,2006,ID,22
W. Bush 2nd Term,2006,IL,156
W. Bush 2nd Term,2006,IN,40
W. Bush 2nd Term,2006,KS,111
W. Bush 2nd Term,2006,KY,66
W. Bush 2nd Term,2006,LA,22
W. Bush 2nd Term,2006,MA,384
W. Bush 2nd Term,2006,MD,212
W. Bush 2nd Term,2006,ME,57
W. Bush 2nd Term,2006,MI,614
W. Bush 2nd Term,2006,MN,137
W. Bush 2nd Term,2006,MO,82
W. Bush 2nd Term,2006,MT,24
W. Bush 2nd Term,2006,NB,56
W. Bush 2nd Term,2006,NC,100
W. Bush 2nd Term,2006,ND,16
W. Bush 2nd Term,2006,NH,38
W. Bush 2nd Term,2006,NJ,760
W. Bush 2nd Term,2006,NM,20
W. Bush 2nd Term,2006,NV,125
W. Bush 2nd Term,2006,NY,522
W. Bush 2nd Term,2006,OH,305
W. Bush 2nd Term,2006,OK,51
W. Bush 2nd Term,2006,OR,144
W. Bush 2nd Term,2006,PA,87
W. Bush 2nd Term,2006,RI,19
W. Bush 2nd Term,2006,SC,82
W. Bush 2nd Term,2006,SD,88
W. Bush 2nd Term,2006,TN,206
W. Bush 2nd Term,2006,TX,243
W. Bush 2nd Term,2006,UT,37
W. Bush 2nd Term,2006,VA,341
W. Bush 2nd Term,2006,VT,27
W. Bush 2nd Term,2006,WA,177
W. Bush 2nd Term,2006,WI,85
W. Bush 2nd Term,2006,WV,35
W. Bush 2nd Term,2006,WY,5
W. Bush 2nd Term,2007,AK,8
W. Bush 2nd Term,2007,AL,7
W. Bush 2nd Term,2007,AR,33
W. Bush 2nd Term,2007,AZ,161
W. Bush 2nd Term,2007,CA,1400
W. Bush 2nd Term,2007,CO,158
W. Bush 2nd Term,2007,CT,144
W. Bush 2nd Term,2007,DC,41
W. Bush 2nd Term,2007,DE,49
W. Bush 2nd Term,2007,FL,166
W. Bush 2nd Term,2007,GA,13
W. Bush 2nd Term,2007,IA,28
W. Bush 2nd Term,2007,ID,38
W. Bush 2nd Term,2007,IL,167
W. Bush 2nd Term,2007,IN,41
W. Bush 2nd Term,2007,KS,111
W. Bush 2nd Term,2007,KY,49
W. Bush 2nd Term,2007,LA,31
W. Bush 2nd Term,2007,MA,353
W. Bush 2nd Term,2007,MD,151
W. Bush 2nd Term,2007,ME,72
W. Bush 2nd Term,2007,MI,636
W. Bush 2nd Term,2007,MN,157
W. Bush 2nd Term,2007,MO,114
W. Bush 2nd Term,2007,MT,21
W. Bush 2nd Term,2007,NB,45
W. Bush 2nd Term,2007,NC,75
W. Bush 2nd Term,2007,ND,14
W. Bush 2nd Term,2007,NH,48
W. Bush 2nd Term,2007,NJ,748
W. Bush 2nd Term,2007,NM,14
W. Bush 2nd Term,2007,NV,63
W. Bush 2nd Term,2007,NY,498
W. Bush 2nd Term,2007,OH,306
W. Bush 2nd Term,2007,OK,30
W. Bush 2nd Term,2007,OR,169
W. Bush 2nd Term,2007,PA,78
W. Bush 2nd Term,2007,RI,49
W. Bush 2nd Term,2007,SC,117
W. Bush 2nd Term,2007,SD,37
W. Bush 2nd Term,2007,TN,239
W. Bush 2nd Term,2007,TX,242
W. Bush 2nd Term,2007,UT,57
W. Bush 2nd Term,2007,VA,296
W. Bush 2nd Term,2007,VT,21
W. Bush 2nd Term,2007,WA,196
W. Bush 2nd Term,2007,WI,69
W. Bush 2nd Term,2007,WV,44
W. Bush 2nd Term,2007,WY,21
W. Bush 2nd Term,2008,AK,8
W. Bush 2nd Term,2008,AL,11
W. Bush 2nd Term,2008,AR,92
W. Bush 2nd Term,2008,AZ,185
W. Bush 2nd Term,2008,CA,1382
W. Bush 2nd Term,2008,CO,164
W. Bush 2nd Term,2008,CT,179
W. Bush 2nd Term,2008,DC,42
W. Bush 2nd Term,2008,DE,62
W. Bush 2nd Term,2008,FL,153
W. Bush 2nd Term,2008,GA,12
W. Bush 2nd Term,2008,IA,33
W. Bush 2nd Term,2008,ID,30
W. Bush 2nd Term,2008,IL,120
W. Bush 2nd Term,2008,IN,61
W. Bush 2nd Term,2008,KS,115
W. Bush 2nd Term,2008,KY,79
W. Bush 2nd Term,2008,LA,67
W. Bush 2nd Term,2008,MA,336
W. Bush 2nd Term,2008,MD,100
W. Bush 2nd Term,2008,ME,63
W. Bush 2nd Term,2008,MI,577
W. Bush 2nd Term,2008,MN,164
W. Bush 2nd Term,2008,MO,99
W. Bush 2nd Term,2008,MS,4
W. Bush 2nd Term,2008,MT,28
W. Bush 2nd Term,2008,NB,100
W. Bush 2nd Term,2008,NC,124
W. Bush 2nd Term,2008,ND,16
W. Bush 2nd Term,2008,NH,45
W. Bush 2nd Term,2008,NJ,744
W. Bush 2nd Term,2008,NM,9
W. Bush 2nd Term,2008,NV,94
W. Bush 2nd Term,2008,NY,605
W. Bush 2nd Term,2008,OH,355
W. Bush 2nd Term,2008,OK,54
W. Bush 2nd Term,2008,OR,191
W. Bush 2nd Term,2008,PA,70
W. Bush 2nd Term,2008,RI,35
W. Bush 2nd Term,2008,SC,154
W. Bush 2nd Term,2008,SD,44
W. Bush 2nd Term,2008,TN,270
W. Bush 2nd Term,2008,TX,247
W. Bush 2nd Term,2008,UT,40
W. Bush 2nd Term,2008,VA,267
W. Bush 2nd Term,2008,VT,22
W. Bush 2nd Term,2008,WA,240
W. Bush 2nd Term,2008,WI,95
W. Bush 2nd Term,2008,WV,46
W. Bush 2nd Term,2008,WY,6
